X,Y,r,PL,RMS,trajectory_id,step_id,PL_squared,RMS_squared,PL_cubed,RMS_cubed,PL_log,RMS_log,PL_sqrt,RMS_sqrt,PL_reciprocal,RMS_reciprocal,PL_RMS,PL_squared_RMS,PL_RMS_squared,PL_squared_RMS_squared,PL_RMS_ratio,RMS_PL_ratio,PL_minus_RMS,PL_plus_RMS,abs_PL_minus_RMS,PL_RMS_harmonic_mean,PL_RMS_geometric_mean,PL^2,PL RMS,RMS^2,PL^3,PL^2 RMS,PL RMS^2,RMS^3
-1216,-1103,1641.73,63.6,8.68,1,4,4044.96,75.3424,257259.456,653.9720319999999,4.1526134703476485,2.1610215286837797,7.974960814950754,2.946183972531247,0.01572327044022685,0.11520737327056213,552.048,35110.2528,4791.77664,304756.994304,7.327188940007752,0.13647798742116904,54.92,72.28,54.92,15.275262866608639,23.495701734572645,4044.96,552.048,75.3424,257259.456,35110.2528,4791.77664,653.972032
-1065,-763,1310.11,63.4,9.25,1,5,4019.56,85.5625,254840.104,791.453125,4.149463861444757,2.2246235515351445,7.962411694957753,3.0413812651491097,0.01577287066243569,0.10810810810693937,586.4499999999999,37180.93,5424.662499999999,343923.6025,6.854054053979956,0.14589905362753014,54.15,72.65,54.15,16.14452856157447,24.21672975444868,4019.56,586.4499999999999,85.5625,254840.104,37180.92999999999,5424.662499999999,791.453125
-690,-1207,1390.31,63.2,8.79,1,6,3994.2400000000002,77.26409999999998,252435.96800000002,679.1514389999998,4.1463043011543945,2.173614711708462,7.9498427657407165,2.9647934160747185,0.015822784810101544,0.11376564277458744,555.528,35109.3696,4883.091119999999,308611.358784,7.189988623353926,0.13908227848079258,54.410000000000004,71.99000000000001,54.410000000000004,15.433476871766308,23.569641490697308,3994.2400000000002,555.528,77.26409999999998,252435.96800000002,35109.369600000005,4883.091119999999,679.1514389999998
-144,-1093,1102.45,62.0,8.17,1,7,3844.0,66.74889999999999,238328.0,545.338513,4.127134385046705,2.1004689088841513,7.874007874011811,2.8583211855912904,0.016129032258038502,0.12239902080633538,506.54,31405.48,4138.431799999999,256582.77159999998,7.588739289992794,0.13177419354817455,53.83,70.17,53.83,14.437508906919712,22.506443521800595,3844.0,506.54,66.74889999999999,238328.0,31405.48,4138.431799999999,545.3385129999999
-350,-729,808.67,61.4,7.89,1,8,3769.96,62.25209999999999,231475.544,491.1690689999999,4.117409835154725,2.0655961348704572,7.835815209663893,2.808914381037628,0.016286644951113538,0.12674271229243672,484.44599999999997,29744.984399999998,3822.2789399999992,234687.92691599997,7.782002534755615,0.12850162866428583,53.51,69.28999999999999,53.51,13.983143310702868,22.010134029578282,3769.96,484.44599999999997,62.25209999999999,231475.544,29744.984399999998,3822.2789399999992,491.1690689999999
-354,-1173,1225.25,61.8,8.07,1,9,3819.24,65.12490000000001,236029.03199999998,525.557943,4.123903364465264,2.088153482294249,7.861297602813418,2.8407745422683583,0.0161812297734366,0.12391573729710141,498.726,30821.266799999998,4024.7188200000005,248727.62307600002,7.657992564960867,0.13058252427163336,53.73,69.87,53.73,14.275826534973126,22.33217409926763,3819.24,498.726,65.12490000000001,236029.03199999998,30821.266799999998,4024.7188200000005,525.5579430000001
-1871,-1036,2138.68,63.8,9.16,2,0,4070.4399999999996,83.9056,259694.07199999996,768.575296,4.1557531903523115,2.214846178696956,7.987490219086343,3.026549190084311,0.015673981191198002,0.10917030567566408,584.408,37285.2304,5353.17728,341532.710464,6.965065502107368,0.14357366771137373,54.64,72.96,54.64,16.019956140328922,24.17453205338213,4070.4399999999996,584.408,83.9056,259694.07199999996,37285.2304,5353.17728,768.5752960000001
-1363,-962,1668.3,62.7,8.49,2,1,3931.2900000000004,72.0801,246491.88300000003,611.960049,4.13836144764047,2.1388890003350345,7.918333157931662,2.9137604568666933,0.01594896331735893,0.11778563015173397,532.3230000000001,33376.65210000001,4519.42227,283367.776329,7.38515901051372,0.13540669856437734,54.21,71.19,54.21,14.95499367886648,23.072126039877645,3931.2900000000004,532.3230000000001,72.0801,246491.88300000003,33376.65210000001,4519.42227,611.960049
-966,-1253,1582.14,63.4,8.51,2,2,4019.56,72.42009999999999,254840.104,616.295051,4.149463861444757,2.1412419425970337,7.962411694957753,2.9171904291629644,0.01577287066243569,0.11750881315960625,539.534,34206.4556,4591.434339999999,291096.93715599994,7.450058754319036,0.13422712933732772,54.89,71.91,54.89,15.005812821561666,23.227871189586015,4019.56,539.534,72.42009999999999,254840.104,34206.4556,4591.434339999999,616.295051
-1302,-1151,1737.82,64.1,9.39,2,3,4108.8099999999995,88.17210000000001,263374.7209999999,827.9360190000001,4.1604443639281845,2.2396452932308213,8.006247560499238,3.0643106892089125,0.01560062402493666,0.10649627262932378,601.899,38581.7259,5651.83161,362282.40620100003,6.826411075539654,0.14648985959415525,54.709999999999994,73.49,54.709999999999994,16.380432711911308,24.533629980090595,4108.8099999999995,601.899,88.17210000000001,263374.72099999996,38581.7259,5651.83161,827.9360190000002
-1005,-1037,1444.09,63.6,9.3,2,4,4044.96,86.49000000000001,257259.456,804.3570000000002,4.1526134703476485,2.230014400169963,7.974960814950754,3.0495901363953815,0.01572327044022685,0.1075268817192739,591.48,37618.128000000004,5500.764000000001,349848.59040000004,6.83870967734582,0.14622641509410972,54.3,72.9,54.3,16.2271604938049,24.320361839413493,4044.96,591.48,86.49000000000001,257259.456,37618.128000000004,5500.764000000001,804.3570000000002
-674,-776,1027.84,62.6,8.72,2,5,3918.76,76.03840000000001,245314.37600000002,663.0548480000001,4.13676527810765,2.1656192379323564,7.912016177940993,2.95296461204668,0.01597444089454317,0.11467889908125367,545.8720000000001,34171.5872,4760.00384,297976.24038400006,7.17889908248648,0.13929712460041646,53.88,71.32000000000001,53.88,15.307683679170909,23.363903783400584,3918.76,545.8720000000001,76.03840000000001,245314.37600000002,34171.5872,4760.00384,663.0548480000001
-235,-780,814.63,62.4,8.35,2,6,3893.7599999999998,69.7225,242970.62399999998,582.182875,4.133565275376984,2.1222615388747403,7.899367063252599,2.8896366553599777,0.016025641025615343,0.11976047904048191,521.04,32512.895999999997,4350.683999999999,271482.68159999995,7.473053892126071,0.13381410256388812,54.05,70.75,54.05,14.72904593637494,22.826300620118012,3893.7599999999998,521.04,69.7225,242970.62399999998,32512.895999999997,4350.683999999999,582.182875
6,-1049,1049.02,62.6,8.23,2,7,3918.76,67.7329,245314.37600000002,557.4417670000001,4.13676527810765,2.107786014701129,7.912016177940993,2.8687976575562106,0.01597444089454317,0.12150668286608132,515.1980000000001,32251.394800000002,4240.07954,265428.97920400003,7.606318347416691,0.1314696485620903,54.370000000000005,70.83,54.370000000000005,14.547451644762749,22.697973477823965,3918.76,515.1980000000001,67.7329,245314.37600000002,32251.394800000005,4240.07954,557.441767
-414,-1421,1480.08,62.4,8.43,2,8,3893.7599999999998,71.0649,242970.62399999998,599.077107,4.133565275376984,2.1317967720256266,7.899367063252599,2.903446228191595,0.016025641025615343,0.11862396203892499,526.0319999999999,32824.396799999995,4434.4497599999995,276709.665024,7.402135231228919,0.13509615384593734,53.97,70.83,53.97,14.85336721725984,22.935387504901676,3893.7599999999998,526.0319999999999,71.0649,242970.62399999998,32824.396799999995,4434.4497599999995,599.077107
58,-1340,1341.25,65.2,10.15,2,9,4251.04,103.02250000000001,277167.808,1045.6783750000002,4.177459468934141,2.3174737054976484,8.07465169527454,3.1859064644147983,0.015337423312859911,0.09852216748671407,661.7800000000001,43148.056000000004,6717.067000000001,437952.76840000006,6.423645320133757,0.1556748466255281,55.050000000000004,75.35000000000001,55.050000000000004,17.565494359631632,25.725085033873068,4251.04,661.7800000000001,103.02250000000001,277167.808,43148.056000000004,6717.067000000001,1045.6783750000002
-1516,-1220,1945.93,64.8,9.72,3,0,4199.04,94.47840000000001,272097.79199999996,918.3300480000001,4.171305603359772,2.274185618482636,8.049844718999243,3.117691453623979,0.015432098765408284,0.10288065843515554,629.856,40814.6688,6122.20032,396718.58073600003,6.666666666598079,0.14999999999976854,55.08,74.52,55.08,16.904347826064274,25.09693208342406,4199.04,629.856,94.47840000000001,272097.79199999996,40814.6688,6122.20032,918.3300480000001
-1891,-1403,2354.63,63.0,8.5,3,1,3969.0,72.25,250047.0,614.125,4.14313472639312,2.1400661635080356,7.937253933193772,2.9154759474226504,0.015873015872990677,0.11764705882214532,535.5,33736.5,4551.75,286760.25,7.4117647057951555,0.13492063492042075,54.5,71.5,54.5,14.97902097900003,23.140872930812268,3969.0,535.5,72.25,250047.0,33736.5,4551.75,614.125
-1327,-1370,1907.31,63.4,8.68,3,2,4019.56,75.3424,254840.104,653.9720319999999,4.149463861444757,2.1610215286837797,7.962411694957753,2.946183972531247,0.01577287066243569,0.11520737327056213,550.312,34889.7808,4776.70816,302843.29734399996,7.304147465353639,0.13690851734994178,54.72,72.08,54.72,15.269478357359505,23.458729718379892,4019.56,550.312,75.3424,254840.104,34889.7808,4776.70816,653.972032
-1145,-832,1415.36,63.7,8.74,3,3,4057.6900000000005,76.3876,258474.85300000003,667.6276240000001,4.154184562579688,2.167910189678886,7.981227975693966,2.9563490998188966,0.01569858712713391,0.11441647597123093,556.738,35464.210600000006,4865.890120000001,309957.2006440001,7.2883295193674105,0.13720565149115038,54.96,72.44,54.96,15.371010491419975,23.59529614139225,4057.6900000000005,556.738,76.3876,258474.85300000003,35464.210600000006,4865.890120000001,667.6276240000001
-733,-778,1068.91,63.0,9.22,3,4,3969.0,85.00840000000001,250047.0,783.7774480000002,4.14313472639312,2.2213750375793486,7.937253933193772,3.0364452901377956,0.015873015872990677,0.10845986984697982,580.86,36594.18,5355.529200000001,337398.3396,6.832971800359728,0.14634920634897405,53.78,72.22,53.78,16.085848795325276,24.10103732207392,3969.0,580.86,85.00840000000001,250047.0,36594.18,5355.529200000001,783.7774480000002
-597,-1278,1410.56,62.4,8.54,3,5,3893.7599999999998,72.93159999999999,242970.62399999998,622.8358639999998,4.133565275376984,2.144761007812188,7.899367063252599,2.9223278392404914,0.016025641025615343,0.11709601873399186,532.896,33252.710399999996,4550.931839999999,283978.14681599993,7.306791569001092,0.13685897435875502,53.86,70.94,53.86,15.023851141788802,23.084540281322475,3893.7599999999998,532.896,72.93159999999999,242970.62399999998,33252.710399999996,4550.931839999999,622.8358639999998
-388,-743,838.21,63.3,9.03,3,6,4006.8899999999994,81.5409,253636.13699999996,736.3143269999998,4.14788532915171,2.2005523674399683,7.956129712366434,3.004995840263344,0.015797788309611694,0.11074197120586111,571.5989999999999,36182.21669999999,5161.53897,326725.4168009999,7.009966777331008,0.14265402843579358,54.269999999999996,72.33,54.269999999999996,15.805309000392912,23.90813669025673,4006.8899999999994,571.5989999999999,81.5409,253636.13699999996,36182.2167,5161.53897,736.3143269999999
158,-913,926.57,62.1,7.68,3,7,3856.4100000000003,58.9824,239483.06100000002,452.9848319999999,4.128745988941043,2.0386195471726016,7.880355321938218,2.7712812921102037,0.01610305958129452,0.13020833333163792,476.928,29617.2288,3662.80704,227460.317184,8.085937499894715,0.1236714975843419,54.42,69.78,54.42,13.669475494391415,21.838681278868467,3856.4100000000003,476.928,58.9824,239483.06100000002,29617.2288,3662.80704,452.984832
199,-1234,1249.94,62.6,7.96,3,8,3918.76,63.3616,245314.37600000002,504.358336,4.13676527810765,2.0744289998688545,7.912016177940993,2.821347195933177,0.01597444089454317,0.12562814070193934,498.296,31193.3296,3966.43616,248298.90361600003,7.864321607941403,0.12715654952056363,54.64,70.56,54.64,14.12403628115912,22.32254465781175,3918.76,498.296,63.3616,245314.37600000002,31193.3296,3966.43616,504.358336
325,-1517,1551.42,61.5,6.96,3,9,3782.25,48.4416,232608.375,337.153536,4.119037174814098,1.9401794743606962,7.842193570679061,2.6381811916545836,0.016260162601599577,0.1436781609174759,428.04,26324.46,2979.1584000000003,183218.2416,8.836206896424768,0.11317073170713306,54.54,68.46,54.54,12.504820333022927,20.68912757948,3782.25,428.04,48.4416,232608.375,26324.460000000003,2979.1584000000003,337.15353600000003
-781,-1314,1528.58,63.7,8.88,4,0,4057.6900000000005,78.85440000000001,258474.85300000003,700.2270720000001,4.154184562579688,2.18380155701534,7.981227975693966,2.979932885150268,0.01569858712713391,0.11261261261134445,565.6560000000001,36032.287200000006,5023.025280000001,319966.7103360001,7.1734234233426415,0.13940345368894913,54.82,72.58,54.82,15.587103885346396,23.783523708651753,4057.6900000000005,565.6560000000001,78.85440000000001,258474.85300000003,36032.287200000006,5023.025280000001,700.2270720000001
-969,-788,1248.96,63.4,9.13,4,1,4019.56,83.35690000000001,254840.104,761.0484970000002,4.149463861444757,2.21156569461783,7.962411694957753,3.0215889859476257,0.01577287066243569,0.10952902519047612,578.842,36698.582800000004,5284.82746,335058.06096400006,6.9441401970761865,0.14400630914803786,54.269999999999996,72.53,54.269999999999996,15.961450434281039,24.05913547906491,4019.56,578.842,83.35690000000001,254840.104,36698.5828,5284.82746,761.0484970000001
-1128,-1086,1565.82,62.8,8.42,4,2,3943.8399999999997,70.8964,247673.15199999997,596.947688,4.139955073475745,2.130609828266112,7.92464510246358,2.9017236257093817,0.015923566878955537,0.11876484560429021,528.776,33207.1328,4452.29392,279604.05817599996,7.458432303949425,0.1340764331208056,54.379999999999995,71.22,54.379999999999995,14.849087334997403,22.995129919180712,3943.8399999999997,528.776,70.8964,247673.15199999997,33207.13279999999,4452.29392,596.947688
-981,-585,1142.18,64.0,9.3,4,3,4096.0,86.49000000000001,262144.0,804.3570000000002,4.158883083361235,2.230014400169963,8.0,3.0495901363953815,0.015624999999975586,0.1075268817192739,595.2,38092.8,5535.360000000001,354263.04000000004,6.881720430033529,0.14531249999977294,54.7,73.3,54.7,16.240109140496262,24.39672109116305,4096.0,595.2,86.49000000000001,262144.0,38092.8,5535.360000000001,804.3570000000002
-671,-634,923.15,62.6,8.81,4,4,3918.76,77.6161,245314.37600000002,683.7978410000001,4.13676527810765,2.175887439959439,7.912016177940993,2.968164415931166,0.01597444089454317,0.11350737797828027,551.5060000000001,34524.2756,4858.76786,304158.868036,7.1055618614403455,0.14073482428092535,53.79,71.41,53.79,15.446184007820412,23.484164877636164,3918.76,551.5060000000001,77.6161,245314.37600000002,34524.27560000001,4858.76786,683.7978410000001
-191,-512,546.47,64.2,10.02,4,5,4121.64,100.40039999999999,264609.28800000006,1006.0120079999999,4.162003210697473,2.3045830956666986,8.012490249604053,3.1654383582688825,0.015576323987514677,0.0998003992006008,643.284,41298.832800000004,6445.70568,413814.304656,6.4071856286785716,0.15607476635489706,54.18000000000001,74.22,54.18000000000001,17.33451899755142,25.36304398135208,4121.64,643.284,100.40039999999999,264609.28800000006,41298.832800000004,6445.70568,1006.0120079999998
-507,-496,709.27,62.1,8.85,4,6,3856.4100000000003,78.32249999999999,239483.06100000002,693.1541249999999,4.128745988941043,2.1804174590311374,7.880355321938218,2.9748949561287032,0.01610305958129452,0.1129943502812091,549.585,34129.228500000005,4863.827249999999,302043.672225,7.016949152463086,0.1425120772944565,53.25,70.95,53.25,15.492177589830174,23.44322929973599,3856.4100000000003,549.585,78.32249999999999,239483.06100000002,34129.228500000005,4863.827249999999,693.1541249999999
-872,-942,1283.65,63.3,8.55,4,7,4006.8899999999994,73.1025,253636.13699999996,625.0263750000001,4.14788532915171,2.145931282960365,7.956129712366434,2.924038303442689,0.015797788309611694,0.11695906432611743,541.215,34258.909499999994,4627.38825,292913.676225,7.403508771843232,0.13507109004718,54.75,71.85,54.75,15.06513569935273,23.26402802611792,4006.8899999999994,541.215,73.1025,253636.13699999996,34258.9095,4627.38825,625.0263750000001
-1162,-745,1380.31,64.7,9.89,4,8,4186.09,97.81210000000002,270840.02300000004,967.3616690000001,4.1697612015084005,2.291524145644732,8.043631020876083,3.144837038703278,0.015455950540934378,0.10111223457936185,639.883,41400.430100000005,6328.442870000002,409450.2536890001,6.541961577284712,0.152859350849841,54.81,74.59,54.81,17.15734012599925,25.29590876011376,4186.09,639.883,97.81210000000002,270840.02300000004,41400.430100000005,6328.442870000002,967.3616690000002
-857,-630,1063.65,64.1,9.64,4,9,4108.8099999999995,92.92960000000001,263374.7209999999,895.8413440000002,4.1604443639281845,2.2659211086328277,8.006247560499238,3.104834939252005,0.01560062402493666,0.1037344398329488,617.924,39608.9284,5956.78736,381830.069776,6.649377593292018,0.15039001560038942,54.459999999999994,73.74,54.459999999999994,16.759533496044536,24.858077158139164,4108.8099999999995,617.924,92.92960000000001,263374.72099999996,39608.9284,5956.78736,895.8413440000002
-1230,-707,1418.71,64.1,9.45,5,0,4108.8099999999995,89.30249999999998,263374.7209999999,843.9086249999998,4.1604443639281845,2.2460147415162335,8.006247560499238,3.0740852297878796,0.01560062402493666,0.10582010581898604,605.7449999999999,38828.254499999995,5724.290249999998,366927.0050249999,6.783068782997004,0.14742589703565143,54.64999999999999,73.55,54.64999999999999,16.471651937435112,24.611887371755948,4108.8099999999995,605.7449999999999,89.30249999999998,263374.72099999996,38828.25449999999,5724.290249999998,843.9086249999998
-1160,-1031,1551.95,64.1,9.4,5,1,4108.8099999999995,88.36000000000001,263374.7209999999,830.5840000000001,4.1604443639281845,2.2407096892865965,8.006247560499238,3.0659419433511785,0.01560062402493666,0.10638297872227252,602.54,38622.814,5663.876,363054.45160000003,6.819148936097668,0.14664586583440462,54.699999999999996,73.5,54.699999999999996,16.395646258481094,24.546690204587662,4108.8099999999995,602.54,88.36000000000001,263374.72099999996,38622.81399999999,5663.876,830.5840000000002
-773,-985,1252.1,62.3,8.3,5,2,3881.2899999999995,68.89000000000001,241804.36699999997,571.7870000000001,4.131961425795013,2.1162555148146005,7.893034904268446,2.8809720581775866,0.016051364365945342,0.12048192770939177,517.09,32214.707,4291.847000000001,267382.06810000003,7.506024096295107,0.13322632423734637,54.0,70.6,54.0,14.648441926324862,22.7396130134178,3881.2899999999995,517.09,68.89000000000001,241804.36699999997,32214.707000000002,4291.847000000001,571.7870000000001
-434,-1223,1297.72,62.3,8.37,5,3,3881.2899999999995,70.05689999999998,241804.36699999997,586.3762529999998,4.131961425795013,2.1246538845133314,7.893034904268446,2.8930952282978866,0.016051364365945342,0.11947431302127272,521.4509999999999,32486.397299999993,4364.544869999999,271911.1454009999,7.44324970122529,0.1343499197429625,53.93,70.67,53.93,14.757351068324947,22.835301618327705,3881.2899999999995,521.4509999999999,70.05689999999998,241804.36699999997,32486.397299999993,4364.544869999999,586.3762529999998
-288,-805,854.97,62.0,7.94,5,4,3844.0,63.043600000000005,238328.0,500.5661840000001,4.127134385046705,2.0719132752716387,7.874007874011811,2.817800560721074,0.016129032258038502,0.12594458438128533,492.28000000000003,30521.36,3908.7032000000004,242339.59840000002,7.80856423163969,0.12806451612882572,54.06,69.94,54.06,14.077209036296717,22.187383802512635,3844.0,492.28000000000003,63.043600000000005,238328.0,30521.36,3908.7032000000004,500.5661840000001
-572,-1037,1184.29,62.5,8.05,5,5,3906.25,64.80250000000001,244140.625,521.6601250000001,4.135166556743956,2.0856720914428943,7.905694150420948,2.8372521918222215,0.0159999999999744,0.1242236024829289,503.12500000000006,31445.312500000004,4050.1562500000005,253134.76562500003,7.763975155183055,0.12879999999979394,54.45,70.55,54.45,14.262934089278154,22.430448056157953,3906.25,503.12500000000006,64.80250000000001,244140.625,31445.312500000004,4050.1562500000005,521.6601250000001
-964,-1093,1457.38,63.4,9.35,5,6,4019.56,87.4225,254840.104,817.4003749999999,4.149463861444757,2.235376343311291,7.962411694957753,3.057776970284131,0.01577287066243569,0.10695187165661015,592.79,37582.886,5542.586499999999,351399.9841,6.780748663029083,0.1474763406937737,54.05,72.75,54.05,16.296632302383095,24.34727910876285,4019.56,592.79,87.4225,254840.104,37582.886,5542.586499999999,817.4003749999999
-1062,-1448,1795.7,62.8,8.18,5,7,3943.8399999999997,66.91239999999999,247673.15199999997,547.3434319999999,4.139955073475745,2.1016921506268806,7.92464510246358,2.8600699292150185,0.015923566878955537,0.12224938875156174,513.704,32260.611199999996,4202.098719999999,263891.7996159999,7.677261613598078,0.13025477706985628,54.62,70.97999999999999,54.62,14.474612566899866,22.66503915725715,3943.8399999999997,513.704,66.91239999999999,247673.15199999997,32260.611199999996,4202.098719999999,547.3434319999999
-1247,-1204,1733.39,63.0,9.14,5,8,3969.0,83.53960000000001,250047.0,763.5519440000002,4.14313472639312,2.2126603854769997,7.937253933193772,3.023243291566195,0.015873015872990677,0.1094091903707942,575.82,36276.66,5262.9948,331568.67240000004,6.892778993360035,0.1450793650791348,53.86,72.14,53.86,15.963958968649898,23.996249706985466,3969.0,575.82,83.53960000000001,250047.0,36276.66,5262.9948,763.5519440000002
-1230,-1508,1946.01,62.9,8.39,5,9,3956.41,70.39210000000001,248858.18899999998,590.5897190000002,4.141546163707985,2.127040520491034,7.930952023559341,2.896549671592048,0.015898251192343563,0.11918951132158295,527.731,33194.2799,4427.663090000001,278500.00836100004,7.497020262127568,0.1333863275037625,54.51,71.28999999999999,54.51,14.805190068712577,22.972396479253096,3956.41,527.731,70.39210000000001,248858.18899999998,33194.2799,4427.663090000001,590.5897190000002
