2754,-1330,64.9
2729,-805,67.6
2932,-1121,66.5
2920,-669,67.2
3120,-1138,66.2
3143,-571,68
3674,-824,68
3402,-448,65.9
3514,-126,66.1
3512,218,66.6
1829,104,65.3
2120,29,68
1675,-278,66.1
1837,-697,66.6
2295,-742,69.7
2719,-1111,67.2
2836,-607,68.2
3325,-499,65.3
2988,-392,67.6
3451,-352,66.6
4065,-365,67.1
4470,-139,66.5
4821,-306,68.7
4906,-823,65.5
4551,-793,68.4
4085,-595,66.5
3750,-478,66.8
3608,-94,65.6
3121,-120,66.1
2588,-156,64.6
2003,-1337,66.8
1729,-1480,67.8
1943,-1003,66.4
1972,-554,64.8
2307,-844,66
2870,-742,66.9
2388,-711,66.8
2627,-289,70
3180,-364,67.1
3054,-891,65.8
1933,-1732,66.3
1689,-1986,66.2
1580,-1583,67.3
1080,-1354,65.7
1618,-1301,66.1
1935,-1333,67.2
2144,-969,66.4
2503,-685,65.9
2208,-380,66.1
2367,91,65.2
1250,-1001,67.2
1440,-1245,67.8
1153,-1614,66.6
750,-1218,67.6
932,-751,66.9
610,-595,66.3
202,-549,64.4
520,-248,64.6
17,-565,65.5
69,-222,65.6
-564,-917,66.8
-745,-530,66.5
-1067,-593,66.2
-1338,-989,65
-1707,-748,68.8
-1490,-1208,66.6
-1591,-1708,66.8
-1108,-1804,67.8
-1412,-1865,68.8
-1558,-1580,67.2
417,-910,65.8
-53,-758,66.4
-540,-629,66.8
-798,-1046,66.9
-724,-1626,68.8
-937,-1333,69
-1206,-1770,67.5
-1527,-1583,66.9
-1344,-1864,68.9
-1104,-2282,67.1
507,-2159,65.7
251,-1846,65.5
221,-2190,68.1
-154,-1898,66.3
-308,-2243,65.5
-397,-2543,65.2
-890,-2356,65.6
-519,-2311,67.6
-730,-1932,68.7
-1181,-1700,66.9
1435,-2369,65.9
1672,-1849,67.6
2098,-1567,67.7
1696,-1474,66
2216,-1443,67.4
2721,-1742,64.2
2432,-2104,65.3
2894,-2099,64.9
3280,-2025,68.6
3363,-1715,68.9
2338,-1398,67.3
2615,-1195,65
2147,-1218,67.8
1889,-1372,68.5
1931,-1901,66.7
2413,-1624,65.5
2110,-2113,65.9
1516,-2176,68.4
1731,-1779,65.1
2084,-1922,66.2
1610,-1977,67.6
1592,-1434,65.8
2112,-1367,66.1
2410,-1522,65.5
2150,-1898,65.2
2513,-2062,66.6
2753,-1665,66.1
3122,-1865,66.1
3239,-2272,67.7
2927,-2437,65.4
2491,-1160,67
2217,-915,67.7
1930,-1211,66.5
2253,-1167,67.2
2670,-1429,66.4
2780,-1765,66.2
2772,-2078,66
2972,-2555,68
2672,-2285,66.8
2303,-2619,68.9
4186,-556,66.9
4034,-981,67.9
3944,-1456,64
3632,-1008,65.9
3174,-1057,67.5
2837,-1183,66.9
3079,-820,66.3
2683,-983,66.2
2482,-1538,65.2
2047,-1321,67.3
1491,-1516,67.4
1009,-1530,67.3
614,-1860,67
494,-2262,65.4
79,-1889,66.2
2,-2461,66.3
401,-2803,65.4
763,-2670,67.6
1111,-2259,65.9
1334,-2518,65.9
-108,-1669,65.4
-543,-1819,67.6
-623,-1310,66.7
-604,-957,65.4
-587,-557,66.1
-385,-263,66.3
-4,-370,64.7
383,-536,66
578,-958,65.1
535,-1269,69.5
1345,10,66.9
782,-5,65.2
824,-495,67.3
1137,-395,68.8
1051,-962,66.1
958,-1257,68.2
657,-1178,66.8
138,-1473,69.3
-131,-1044,66.4
67,-681,64
2090,-1527,66.5
1539,-1408,66.8
1341,-1023,68.1
980,-1408,67.4
1040,-930,65.3
571,-1188,66.8
304,-1389,66.8
-176,-1738,65.5
-703,-1562,66.4
-395,-1492,65.4
3177,-875,65.3
2785,-562,68.7
3209,-495,64.3
2967,-943,66.7
3164,-1265,66.5
3461,-1319,67
3892,-1158,66.1
3526,-1040,66.3
3019,-1329,65.5
2797,-1856,65.3
4535,-970,66.1
3983,-736,66.3
4198,-1149,68.2
3840,-869,68.4
3538,-1130,66.9
3717,-1520,67.7
4056,-1813,65.6
4347,-1948,66.8
4553,-1420,66.9
4536,-1101,66.9
