-1818,-779,8.16
-2219,-895,9.18
-1686,-903,7.74
-2038,-927,9.14
-1805,-1164,8.61
-1288,-920,8.73
-727,-964,8.44
-196,-1244,7.96
-711,-1464,7.76
-994,-1334,8.14
-745,-1331,7.9
-1123,-1495,8.21
-1553,-1467,7.98
-1602,-1079,8.89
-1216,-1103,8.68
-1065,-763,9.25
-690,-1207,8.79
-144,-1093,8.17
-350,-729,7.89
-354,-1173,8.07
-1871,-1036,9.16
-1363,-962,8.49
-966,-1253,8.51
-1302,-1151,9.39
-1005,-1037,9.3
-674,-776,8.72
-235,-780,8.35
6,-1049,8.23
-414,-1421,8.43
58,-1340,10.15
-1516,-1220,9.72
-1891,-1403,8.5
-1327,-1370,8.68
-1145,-832,8.74
-733,-778,9.22
-597,-1278,8.54
-388,-743,9.03
158,-913,7.68
199,-1234,7.96
325,-1517,6.96
-781,-1314,8.88
-969,-788,9.13
-1128,-1086,8.42
-981,-585,9.3
-671,-634,8.81
-191,-512,10.02
-507,-496,8.85
-872,-942,8.55
-1162,-745,9.89
-857,-630,9.64
-1230,-707,9.45
-1160,-1031,9.4
-773,-985,8.3
-434,-1223,8.37
-288,-805,7.94
-572,-1037,8.05
-964,-1093,9.35
-1062,-1448,8.18
-1247,-1204,9.14
-1230,-1508,8.39
-2780,-1119,9.1
-2256,-1284,8.55
-1736,-1129,9.05
-1168,-1054,8.68
-749,-795,8.57
-1235,-849,9.02
-992,-1081,8.14
-1463,-749,8.86
-1914,-932,9.05
-2222,-1150,8.25
-162,-1065,8.63
-526,-598,8.37
-246,-981,8.8
-816,-1138,8.22
-961,-1414,7.96
-976,-1059,8.75
-646,-744,8.81
-170,-619,8.99
136,-880,8.44
146,-1375,8
-555,-473,7.97
-535,-794,8.57
-795,-1023,8.32
-579,-718,8.32
-889,-627,8.57
-1119,-1133,8.45
-1187,-793,10.22
-1530,-1135,8.8
-1101,-1300,8.28
-1427,-1445,8.38
-334,-927,10.18
63,-948,8.66
-314,-1083,8.76
-820,-1324,8.25
-764,-824,8.23
-673,-1115,8.6
-638,-662,7.97
-1045,-864,8.2
-1352,-1149,8.39
-1904,-984,8.13
-1939,-991,9.35
-1688,-1401,7.92
-1933,-1132,8.64
-1582,-772,7.85
-1227,-596,8.81
-845,-903,8.69
-806,-498,9.1
-769,-841,8.85
-1093,-814,8.81
-943,-1314,8.88
-573,-1262,8.62
-297,-909,9.36
-768,-1097,8.2
-1032,-874,8.84
-1172,-464,9.06
-1174,-812,9.3
-759,-877,8.45
-1056,-501,8.18
-1610,-521,8.9
-1448,-1071,9
-1287,-1017,8.61
-1666,-1069,9.12
-1681,-572,8.86
-1895,-982,8.94
-1651,-1280,8.97
-2235,-1178,8.24
-1833,-1425,8.96
-1354,-1227,8.03
-1917,-1183,9.29
-1487,-1437,9.22
-1183,-921,9.85
-873,-834,8.32
-1099,-1263,8.39
-863,-1019,9.02
-759,-486,8.77
-1080,-985,8.73
-1332,-473,8.93
-1687,-478,9.02
-2250,-602,8.01
-2580,-515,9.31
-799,-1534,7.7
-519,-1282,8.44
-332,-1012,8.14
-667,-831,8.79
-322,-732,9.44
-743,-673,9.05
-452,-765,9.41
-175,-990,8.92
147,-1191,8.22
251,-723,8.59
-846,-1260,9.03
-668,-866,8.16
-1122,-1056,8.68
-1434,-864,8.38
-1359,-1169,9.04
-1038,-1000,9.11
-486,-905,8.3
-304,-1184,8.77
124,-778,9.4
527,-902,9.65
-2076,-1409,7.82
-2270,-1136,9
-1915,-1338,8.38
-1536,-1468,9.15
-1775,-1049,8.36
-1780,-746,7.7
-2089,-642,9.18
-2118,-1108,8.34
-1634,-770,9.68
-1528,-1289,10.61
-121,-1330,7.54
-565,-1450,8.41
-274,-1135,8.61
-809,-944,8.83
-1154,-926,8.79
-1297,-1355,8.32
-1807,-1443,7.63
-1729,-931,8.4
-2265,-851,8.84
-1776,-713,8.22
-1664,-1262,9.52
-1322,-1368,8.13
-1199,-1007,8.69
-1019,-1303,8.46
-1133,-943,8.47
-1341,-1204,8.17
-1802,-1148,8.76
-1340,-961,8.03
-1770,-916,8.29
-2059,-1257,7.82
-1494,-1093,9.86
-1138,-1147,8
-1071,-855,8.69
-1345,-1324,8.44
-1877,-1116,8.67
-2245,-891,8.96
-2012,-1228,8.33
-2421,-1234,7.29
-2370,-852,8.21
-2500,-1387,7.71
