,r,PL,RMS,source_file,PL_RMS_ratio,RMS_PL_ratio,PL_RMS_product,PL_RMS_diff,PL_RMS_abs_diff,PL_squared,RMS_squared,PL_sqrt,RMS_sqrt,PL_log,RMS_log,PL_exp,RMS_exp,PL_group_mean,PL_group_std,PL_normalized,RMS_group_mean,RMS_group_std,RMS_normalized,interaction_H_H,interaction_H_L,interaction_H_M,interaction_H_VH,interaction_L_H,interaction_L_L,interaction_L_M,interaction_L_VL,interaction_M_H,interaction_M_L,interaction_M_M,interaction_M_VH,interaction_M_VL,interaction_VH_H,interaction_VH_M,interaction_VH_VH,interaction_VL_H,interaction_VL_L,interaction_VL_M,interaction_VL_VL
131,1207.350,62.700,8.320,FCPR-D1_CIR.csv,7.536,0.133,521.664,54.380,54.380,3931.290,69.222,7.918,2.884,4.154,2.232,1.872,2.298,63.069,0.782,-0.472,8.650,0.574,-0.575,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,1674.210,63.400,8.390,FCPR-D1_CIR.csv,7.557,0.132,531.926,55.010,55.010,4019.560,70.392,7.962,2.897,4.165,2.240,1.885,2.314,63.069,0.782,0.423,8.650,0.574,-0.453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,1335.340,63.400,9.020,FCPR-D1_CIR.csv,7.029,0.142,571.868,54.380,54.380,4019.560,81.360,7.962,3.003,4.165,2.305,1.885,2.465,63.069,0.782,0.423,8.650,0.574,0.645,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,901.260,62.400,8.770,FCPR-D1_CIR.csv,7.115,0.141,547.248,53.630,53.630,3893.760,76.913,7.899,2.961,4.149,2.279,1.866,2.404,63.069,0.782,-0.855,8.650,0.574,0.209,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
135,1461.720,63.800,8.730,FCPR-D1_CIR.csv,7.308,0.137,556.974,55.070,55.070,4070.440,76.213,7.987,2.955,4.171,2.275,1.893,2.394,63.069,0.782,0.935,8.650,0.574,0.139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
136,1413.490,63.500,8.930,FCPR-D1_CIR.csv,7.111,0.141,567.055,54.570,54.570,4032.250,79.745,7.969,2.988,4.167,2.296,1.887,2.442,63.069,0.782,0.551,8.650,0.574,0.488,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,1753.410,63.800,9.020,FCPR-D1_CIR.csv,7.073,0.141,575.476,54.780,54.780,4070.440,81.360,7.987,3.003,4.171,2.305,1.893,2.465,63.069,0.782,0.935,8.650,0.574,0.645,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
138,2329.140,62.400,8.010,FCPR-D1_CIR.csv,7.790,0.128,499.824,54.390,54.390,3893.760,64.160,7.899,2.830,4.149,2.198,1.866,2.228,63.069,0.782,-0.855,8.650,0.574,-1.115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
139,2630.900,63.800,9.310,FCPR-D1_CIR.csv,6.853,0.146,593.978,54.490,54.490,4070.440,86.676,7.987,3.051,4.171,2.333,1.893,2.537,63.069,0.782,0.935,8.650,0.574,1.150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
140,1729.610,62.100,7.700,FCPR-D1_CIR.csv,8.065,0.124,478.170,54.400,54.400,3856.410,59.290,7.880,2.775,4.145,2.163,1.861,2.160,63.069,0.782,-1.239,8.650,0.574,-1.655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
141,1383.070,62.200,8.440,FCPR-D1_CIR.csv,7.370,0.136,524.968,53.760,53.760,3868.840,71.234,7.887,2.905,4.146,2.245,1.863,2.326,63.069,0.782,-1.111,8.650,0.574,-0.366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
142,1065.070,62.000,8.140,FCPR-D1_CIR.csv,7.617,0.131,504.680,53.860,53.860,3844.000,66.260,7.874,2.853,4.143,2.213,1.859,2.257,63.069,0.782,-1.367,8.650,0.574,-0.889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
143,1065.570,63.000,8.790,FCPR-D1_CIR.csv,7.167,0.140,553.770,54.210,54.210,3969.000,77.264,7.937,2.965,4.159,2.281,1.878,2.408,63.069,0.782,-0.088,8.650,0.574,0.244,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
144,799.690,63.900,9.440,FCPR-D1_CIR.csv,6.769,0.148,603.216,54.460,54.460,4083.210,89.114,7.994,3.072,4.173,2.346,1.895,2.570,63.069,0.782,1.063,8.650,0.574,1.376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
145,1002.490,63.000,9.050,FCPR-D1_CIR.csv,6.961,0.144,570.150,53.950,53.950,3969.000,81.903,7.937,3.008,4.159,2.308,1.878,2.472,63.069,0.782,-0.088,8.650,0.574,0.697,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
146,888.550,63.500,9.410,FCPR-D1_CIR.csv,6.748,0.148,597.535,54.090,54.090,4032.250,88.548,7.969,3.068,4.167,2.343,1.887,2.563,63.069,0.782,0.551,8.650,0.574,1.324,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,1005.350,63.300,8.920,FCPR-D1_CIR.csv,7.096,0.141,564.636,54.380,54.380,4006.890,79.566,7.956,2.987,4.164,2.295,1.883,2.440,63.069,0.782,0.295,8.650,0.574,0.470,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
148,1200.040,61.700,8.220,FCPR-D1_CIR.csv,7.506,0.133,507.174,53.480,53.480,3806.890,67.568,7.855,2.867,4.138,2.221,1.853,2.275,63.069,0.782,-1.751,8.650,0.574,-0.749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
149,765.330,62.400,8.590,FCPR-D1_CIR.csv,7.264,0.138,536.016,53.810,53.810,3893.760,73.788,7.899,2.931,4.149,2.261,1.866,2.361,63.069,0.782,-0.855,8.650,0.574,-0.105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
150,1517.670,64.100,9.030,FCPR-D1_CIR.csv,7.099,0.141,578.823,55.070,55.070,4108.810,81.541,8.006,3.005,4.176,2.306,1.898,2.467,63.069,0.782,1.318,8.650,0.574,0.662,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
151,1093.700,62.200,8.160,FCPR-D1_CIR.csv,7.623,0.131,507.552,54.040,54.040,3868.840,66.586,7.887,2.857,4.146,2.215,1.863,2.261,63.069,0.782,-1.111,8.650,0.574,-0.854,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
152,1540.790,63.700,8.680,FCPR-D1_CIR.csv,7.339,0.136,552.916,55.020,55.020,4057.690,75.342,7.981,2.946,4.170,2.270,1.891,2.382,63.069,0.782,0.807,8.650,0.574,0.052,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,1674.170,63.200,8.380,FCPR-D1_CIR.csv,7.542,0.133,529.616,54.820,54.820,3994.240,70.224,7.950,2.895,4.162,2.239,1.881,2.312,63.069,0.782,0.168,8.650,0.574,-0.470,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
154,1792.610,63.900,9.040,FCPR-D1_CIR.csv,7.069,0.141,577.656,54.860,54.860,4083.210,81.722,7.994,3.007,4.173,2.307,1.895,2.469,63.069,0.782,1.063,8.650,0.574,0.679,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
155,1441.330,63.800,9.110,FCPR-D1_CIR.csv,7.003,0.143,581.218,54.690,54.690,4070.440,82.992,7.987,3.018,4.171,2.314,1.893,2.487,63.069,0.782,0.935,8.650,0.574,0.801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
156,1027.240,62.200,8.300,FCPR-D1_CIR.csv,7.494,0.133,516.260,53.900,53.900,3868.840,68.890,7.887,2.881,4.146,2.230,1.863,2.293,63.069,0.782,-1.111,8.650,0.574,-0.610,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
157,1222.400,62.800,8.770,FCPR-D1_CIR.csv,7.161,0.140,550.756,54.030,54.030,3943.840,76.913,7.925,2.961,4.156,2.279,1.874,2.404,63.069,0.782,-0.344,8.650,0.574,0.209,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
158,787.820,63.500,9.400,FCPR-D1_CIR.csv,6.755,0.148,596.900,54.100,54.100,4032.250,88.360,7.969,3.066,4.167,2.342,1.887,2.560,63.069,0.782,0.551,8.650,0.574,1.307,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,1044.670,64.100,9.650,FCPR-D1_CIR.csv,6.642,0.151,618.565,54.450,54.450,4108.810,93.122,8.006,3.106,4.176,2.366,1.898,2.625,63.069,0.782,1.318,8.650,0.574,1.742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
160,2509.000,62.300,7.820,FCPR-D1_CIR.csv,7.967,0.126,487.186,54.480,54.480,3881.290,61.152,7.893,2.796,4.148,2.177,1.865,2.186,63.069,0.782,-0.983,8.650,0.574,-1.446,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
161,2538.380,63.600,9.000,FCPR-D1_CIR.csv,7.067,0.142,572.400,54.600,54.600,4044.960,81.000,7.975,3.000,4.168,2.303,1.889,2.460,63.069,0.782,0.679,8.650,0.574,0.610,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,2336.120,63.000,8.380,FCPR-D1_CIR.csv,7.518,0.133,527.940,54.620,54.620,3969.000,70.224,7.937,2.895,4.159,2.239,1.878,2.312,63.069,0.782,-0.088,8.650,0.574,-0.470,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
163,2124.690,64.100,9.150,FCPR-D1_CIR.csv,7.005,0.143,586.515,54.950,54.950,4108.810,83.723,8.006,3.025,4.176,2.317,1.898,2.497,63.069,0.782,1.318,8.650,0.574,0.871,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
164,2061.800,63.500,8.360,FCPR-D1_CIR.csv,7.596,0.132,530.860,55.140,55.140,4032.250,69.890,7.969,2.891,4.167,2.236,1.887,2.307,63.069,0.782,0.551,8.650,0.574,-0.505,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,1930.000,62.400,7.700,FCPR-D1_CIR.csv,8.104,0.123,480.480,54.700,54.700,3893.760,59.290,7.899,2.775,4.149,2.163,1.866,2.160,63.069,0.782,-0.855,8.650,0.574,-1.655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
166,2185.430,63.700,9.180,FCPR-D1_CIR.csv,6.939,0.144,584.766,54.520,54.520,4057.690,84.272,7.981,3.030,4.170,2.320,1.891,2.504,63.069,0.782,0.807,8.650,0.574,0.923,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,2390.310,62.700,8.340,FCPR-D1_CIR.csv,7.518,0.133,522.918,54.360,54.360,3931.290,69.556,7.918,2.888,4.154,2.234,1.872,2.303,63.069,0.782,-0.472,8.650,0.574,-0.540,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,1806.340,64.300,9.680,FCPR-D1_CIR.csv,6.643,0.151,622.424,54.620,54.620,4134.490,93.702,8.019,3.111,4.179,2.368,1.902,2.633,63.069,0.782,1.574,8.650,0.574,1.794,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
169,1999.080,66.200,10.610,FCPR-D1_CIR.csv,6.239,0.160,702.382,55.590,55.590,4382.440,112.572,8.136,3.257,4.208,2.452,1.939,2.889,63.069,0.782,4.004,8.650,0.574,3.415,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
170,1335.490,61.300,7.540,FCPR-D1_CIR.csv,8.130,0.123,462.202,53.760,53.760,3757.690,56.852,7.829,2.746,4.132,2.145,1.846,2.125,63.069,0.782,-2.262,8.650,0.574,-1.934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
171,1556.190,62.900,8.410,FCPR-D1_CIR.csv,7.479,0.134,528.989,54.490,54.490,3956.410,70.728,7.931,2.900,4.157,2.242,1.876,2.319,63.069,0.782,-0.216,8.650,0.574,-0.418,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
172,1167.600,62.100,8.610,FCPR-D1_CIR.csv,7.213,0.139,534.681,53.490,53.490,3856.410,74.132,7.880,2.934,4.145,2.263,1.861,2.366,63.069,0.782,-1.239,8.650,0.574,-0.070,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
173,1243.230,63.500,8.830,FCPR-D1_CIR.csv,7.191,0.139,560.705,54.670,54.670,4032.250,77.969,7.969,2.972,4.167,2.285,1.887,2.418,63.069,0.782,0.551,8.650,0.574,0.314,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,1479.590,63.000,8.790,FCPR-D1_CIR.csv,7.167,0.140,553.770,54.210,54.210,3969.000,77.264,7.937,2.965,4.159,2.281,1.878,2.408,63.069,0.782,-0.088,8.650,0.574,0.244,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
175,1875.700,63.000,8.320,FCPR-D1_CIR.csv,7.572,0.132,524.160,54.680,54.680,3969.000,69.222,7.937,2.884,4.159,2.232,1.878,2.298,63.069,0.782,-0.088,8.650,0.574,-0.575,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
176,2312.470,61.800,7.630,FCPR-D1_CIR.csv,8.100,0.123,471.534,54.170,54.170,3819.240,58.217,7.861,2.762,4.140,2.155,1.855,2.145,63.069,0.782,-1.623,8.650,0.574,-1.777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
177,1963.720,62.900,8.400,FCPR-D1_CIR.csv,7.488,0.134,528.360,54.500,54.500,3956.410,70.560,7.931,2.898,4.157,2.241,1.876,2.316,63.069,0.782,-0.216,8.650,0.574,-0.436,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
178,2419.590,63.300,8.840,FCPR-D1_CIR.csv,7.161,0.140,559.572,54.460,54.460,4006.890,78.146,7.956,2.973,4.164,2.286,1.883,2.421,63.069,0.782,0.295,8.650,0.574,0.331,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
179,1913.780,63.000,8.220,FCPR-D1_CIR.csv,7.664,0.130,517.860,54.780,54.780,3969.000,67.568,7.937,2.867,4.159,2.221,1.878,2.275,63.069,0.782,-0.088,8.650,0.574,-0.749,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
180,2088.430,64.900,9.520,FCPR-D1_CIR.csv,6.817,0.147,617.848,55.380,55.380,4212.010,90.630,8.056,3.085,4.188,2.353,1.914,2.591,63.069,0.782,2.341,8.650,0.574,1.516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
181,1902.400,62.800,8.130,FCPR-D1_CIR.csv,7.724,0.129,510.564,54.670,54.670,3943.840,66.097,7.925,2.851,4.156,2.212,1.874,2.255,63.069,0.782,-0.344,8.650,0.574,-0.906,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
182,1565.770,63.400,8.690,FCPR-D1_CIR.csv,7.296,0.137,550.946,54.710,54.710,4019.560,75.516,7.962,2.948,4.165,2.271,1.885,2.385,63.069,0.782,0.423,8.650,0.574,0.070,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,1654.140,63.300,8.460,FCPR-D1_CIR.csv,7.482,0.134,535.518,54.840,54.840,4006.890,71.572,7.956,2.909,4.164,2.247,1.883,2.330,63.069,0.782,0.295,8.650,0.574,-0.331,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
184,1474.090,62.700,8.470,FCPR-D1_CIR.csv,7.403,0.135,531.069,54.230,54.230,3931.290,71.741,7.918,2.910,4.154,2.248,1.872,2.333,63.069,0.782,-0.472,8.650,0.574,-0.314,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
185,1802.190,62.900,8.170,FCPR-D1_CIR.csv,7.699,0.130,513.893,54.730,54.730,3956.410,66.749,7.931,2.858,4.157,2.216,1.876,2.264,63.069,0.782,-0.216,8.650,0.574,-0.836,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
186,2136.610,63.400,8.760,FCPR-D1_CIR.csv,7.237,0.138,555.384,54.640,54.640,4019.560,76.738,7.962,2.960,4.165,2.278,1.885,2.401,63.069,0.782,0.423,8.650,0.574,0.192,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,1648.980,62.600,8.030,FCPR-D1_CIR.csv,7.796,0.128,502.678,54.570,54.570,3918.760,64.481,7.912,2.834,4.153,2.201,1.870,2.232,63.069,0.782,-0.600,8.650,0.574,-1.080,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
188,1992.980,62.700,8.290,FCPR-D1_CIR.csv,7.563,0.132,519.783,54.410,54.410,3931.290,68.724,7.918,2.879,4.154,2.229,1.872,2.291,63.069,0.782,-0.472,8.650,0.574,-0.627,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,2412.370,62.100,7.820,FCPR-D1_CIR.csv,7.941,0.126,485.622,54.280,54.280,3856.410,61.152,7.880,2.796,4.145,2.177,1.861,2.186,63.069,0.782,-1.239,8.650,0.574,-1.446,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
190,1851.130,64.800,9.860,FCPR-D1_CIR.csv,6.572,0.152,638.928,54.940,54.940,4199.040,97.220,8.050,3.140,4.187,2.385,1.912,2.680,63.069,0.782,2.214,8.650,0.574,2.108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
191,1615.750,62.600,8.000,FCPR-D1_CIR.csv,7.825,0.128,500.800,54.600,54.600,3918.760,64.000,7.912,2.828,4.153,2.197,1.870,2.226,63.069,0.782,-0.600,8.650,0.574,-1.132,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
192,1370.430,63.000,8.690,FCPR-D1_CIR.csv,7.250,0.138,547.470,54.310,54.310,3969.000,75.516,7.937,2.948,4.159,2.271,1.878,2.385,63.069,0.782,-0.088,8.650,0.574,0.070,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
193,1887.330,63.300,8.440,FCPR-D1_CIR.csv,7.500,0.133,534.252,54.860,54.860,4006.890,71.234,7.956,2.905,4.164,2.245,1.883,2.326,63.069,0.782,0.295,8.650,0.574,-0.366,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
194,2183.710,63.400,8.670,FCPR-D1_CIR.csv,7.313,0.137,549.678,54.730,54.730,4019.560,75.169,7.962,2.944,4.165,2.269,1.885,2.380,63.069,0.782,0.423,8.650,0.574,0.035,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,2415.350,63.200,8.960,FCPR-D1_CIR.csv,7.054,0.142,566.272,54.240,54.240,3994.240,80.282,7.950,2.993,4.162,2.299,1.881,2.450,63.069,0.782,0.168,8.650,0.574,0.540,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
196,2357.140,62.700,8.330,FCPR-D1_CIR.csv,7.527,0.133,522.291,54.370,54.370,3931.290,69.389,7.918,2.886,4.154,2.233,1.872,2.300,63.069,0.782,-0.472,8.650,0.574,-0.557,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,2717.350,61.400,7.290,FCPR-D1_CIR.csv,8.422,0.119,447.606,54.110,54.110,3769.960,53.144,7.836,2.700,4.134,2.115,1.848,2.073,63.069,0.782,-2.134,8.650,0.574,-2.369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
198,2518.490,62.400,8.210,FCPR-D1_CIR.csv,7.600,0.132,512.304,54.190,54.190,3893.760,67.404,7.899,2.865,4.149,2.220,1.866,2.273,63.069,0.782,-0.855,8.650,0.574,-0.767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
199,2858.980,61.800,7.710,FCPR-D1_CIR.csv,8.016,0.125,476.478,54.090,54.090,3819.240,59.444,7.861,2.777,4.140,2.164,1.855,2.162,63.069,0.782,-1.623,8.650,0.574,-1.638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
